B.Code,Project,accepted,B.DOI
NN0469,ACDC,TRUE,10.1016/j.pce.2011.07.046
NN0470,ACDC,TRUE,10.1080/00103624.2015.1033542
NN0471,ACDC,TRUE,10.1155/2022/3208922
NN0472,ACDC,FALSE,""
NN0473,ACDC,TRUE,10.3390/agronomy9110697
NN0474,ACDC,TRUE,10.1017/S0014479722000035
NN0475,ACDC,TRUE,10.1590/S0102-05362016003014
NN0476,ACDC,TRUE,10.1016/j.eja.2007.05.002
NN0477,EiA,TRUE,10.1016/j.heliyon.2021.e06703
NN0478,EiA,TRUE,10.22124/cjes.2022.5759
NN0479,ACDC,TRUE,10.1007/s10457-008-9152-3
NN0480,ACDC,TRUE,10.1111/j.1570-7458.2011.01217.x
NN0481,ACDC,TRUE,10.1002/fes3.190
NN0482,EiA,TRUE,10.1007/s10457-023-00803-9
NN0483,EiA,TRUE,10.17170/kobra-20190613557
NN0484,EiA,TRUE,10.17660/ActaHortic.2019.1238.6
NN0485.1,EiA,TRUE,10.1002/agj2.20175
NN0485.2,EiA,TRUE,10.1002/agj2.20175
NN0486,EiA,TRUE,10.1016/j.fcr.2021.108256
NN0487,EiA,TRUE,10.1007/s13593-020-00649-w
NN0488,EiA,TRUE,10.3390/su15010683
NN0489,EiA,TRUE,10.1007/s40003-020-00454-7
NN0490,EiA,TRUE,10.22124/cjes.2022.5759
NN0491,EiA,TRUE,10.1017/S1742170519000450
NN0492,EiA,TRUE,10.1080/23311932.2020.1801216
NN0493,EiA,TRUE,10.1016/j.aoas.2019.03.001
NN0494,EiA,TRUE,10.1017/S1479262118000060
NN0495,EiA,TRUE,10.1016/j.inpa.2020.10.002
NN0496,EiA,TRUE,10.1080/1343943X.2022.2156893
NN0497,EiA,TRUE,10.1080/00103624.2019.1648497
NN0498,EiA,TRUE,10.1016/j.agsy.2018.06.005
NN0499,EiA,TRUE,10.1017/S0014479721000302
NN0500,EiA,TRUE,10.24154/JHS.2021.v16i01.011
NN0501,EiA,TRUE,10.3390/agronomy11112345
NN0502,EiA,TRUE,10.18006/2019.7(1).42.50
NN0503,EiA,FALSE,""
NN0504,EiA,TRUE,10.1016/j.fcr.2021.108201
NN0505,EiA,TRUE,10.1155/2021/6615636
NN0506,EiA,TRUE,10.1016/j.sjbs.2021.12.049
NN0507,EiA,TRUE,10.3390/w12102655
NN0508,EiA,TRUE,10.1016/j.agee.2017.05.008
NN0509,EiA,TRUE,10.3390/land11101833
NN0510,EiA,TRUE,10.1007/s00271-022-00840-9
NN0511,EiA,TRUE,10.1016/j.jia.2022.08.088
NN0512,EiA,TRUE,10.1080/02571862.2019.1678686
NN0513,EiA,FALSE,""
NN0514.1,EiA,TRUE,10.1007/978-3-319-58792-9_1
NN0514.2,EiA,TRUE,10.1007/978-3-319-58792-9_1
NN0515,EiA,TRUE,10.1007/s11270-019-4311-x
NN0516,EiA,TRUE,10.1038/s41598-020-73110-3
NN0517,EiA,TRUE,10.1016/j.agsy.2020.102988
NN0518,EiA,TRUE,10.1016/j.eja.2017.10.006
NN0519,EiA,TRUE,10.1080/21683565.2018.1516264
NN0520,EiA,TRUE,10.25252/SE/18/51377
NN0521,EiA,FALSE,""
NN0522,EiA,TRUE,10.1016/j.eja.2019.02.006
NN0523,EiA,TRUE,10.5424/sjar/2020182-16122
NN0524,LTE,TRUE,10.1016/j.agee.2018.07.009
NN0525,EiA,TRUE,10.1016/j.fcr.2020.108012
NN0526,EiA,TRUE,10.1016/j.eja.2020.126124
NN0527,EiA,TRUE,10.1016/j.still.2019.10429
NN0528,EiA,TRUE,10.1007/s43621-021-00032-z
NN0529,EiA,TRUE,10.1016/j.agsy.2022.103407
NN0530,EiA,TRUE,10.1016/j.egg.2018.03.001
NN0531,EiA,TRUE,10.1016/j.heliyon.2021.e07130
NN0532,EiA,TRUE,10.1016/j.fcr.2021.108218
NN0533,EiA,TRUE,10.1016/j.agsy.2020.102790
NN0534,EiA,TRUE,10.1016/j.agsy.2021.103338
NN0535,EiA,TRUE,10.1080/23311932.2020.1841357
NN0536,EiA,TRUE,10.3389/fsufs.2022.854856
NN0537,EiA,TRUE,10.1371/journal.pone.0227739
NN0538,EiA,TRUE,10.3390/agriculture11010060
NN0539,EiA,TRUE,10.1111/1467-8489.12270
NN0540,EiA,TRUE,10.1007/s11104-023-05998-5
NN0541,EiA,FALSE,""
NN0542,EiA,TRUE,10.1002/ird.2499
NN0543,EiA,TRUE,10.1111/agec.12425
NN0544,EiA,TRUE,544
NN0545,EiA,TRUE,10.3389/fpls.2021.815377
NN0546,EiA,TRUE,10.1017/S1479262118000382
NN0547,EiA,TRUE,10.1007/s40333-018-0097-8
NN0548,EiA,TRUE,10.1002/agj2.20798
NN0549,EiA,TRUE,10.1016/j.indic.2023.100246
NN0550,EiA,TRUE,10.3390/su13147757
NN0551,EiA,TRUE,10.17660/ActaHortic.2020.1267.11
NN0552,EiA,TRUE,10.3934/agrfood.2022038
NN0553,LTE,TRUE,10.1080/02571862.2020.1713408
NN0554,EiA,TRUE,10.1016/j.fcr.2018.03.022
NN0555,ACDC,TRUE,10.1111/j.1461-9555.2005.00242.x
NN0556,EiA,TRUE,10.1080/23311932.2020.1844514
NN0557,EiA,FALSE,""
NN0558,LTE,TRUE,10.1016/j.agee.2021.107812
NN0559.1,EiA,TRUE,10.1007/978-3-319-58792-9_10
NN0559.2,EiA,TRUE,10.1007/978-3-319-58792-9_10
NN0559.3,EiA,TRUE,10.1007/978-3-319-58792-9_10
NN0559.4,EiA,TRUE,10.1007/978-3-319-58792-9_10
NN0560,ACDC,TRUE,10.1016/j.agwat.2011.04.002
NN0561,LTE,TRUE,10.3389/fenvs.2019.00097
SA0001,LTE,TRUE,10.2136/sssaj2002.8570
SA0003,LTE,FALSE,""
SA0004,LTE,TRUE,10.1007/s00374-006-0102-9
SA0005,LTE,TRUE,10.2136/sssaj2002.1620a
SA0006,LTE,TRUE,10.1071/SR16097
SA0007,LTE,TRUE,10.26832/24566632.2019.0402019
SA0008,LTE,TRUE,""
SA0009,LTE,TRUE,10.1007/s003740100377
SA0010,LTE,TRUE,10.1002/ldr.1158
SA0011,LTE,TRUE,10.1155/2014/437283
SA0012,LTE,TRUE,10.1016/j.agwat.2020.106067
SA0013,LTE,TRUE,10.1016/j.agee.2018.01.029
SA0014,LTE,TRUE,10.1016/S0378-4290(03)00119-9
SA0016,LTE,TRUE,""
SA0017,LTE,TRUE,10.5958/0976-4038.2015.00030.5
SA0019,LTE,TRUE,10.1007/s40003-014-0141-7
SA0022,LTE,TRUE,10.1080/00103624.2019.1614607
SA0023,LTE,TRUE,10.1080/00103624.2021.1892723
SA0024,LTE,TRUE,https://doi.org/10.1007/s40003-017-0282-6
SA0025,LTE,TRUE,10.1016/j.agsy.2020.102906
SA0028,LTE,TRUE,10.1017/S0021859603003186
SA0032,LTE,TRUE,10.1016/j.eti.2022.102966
SA0033,LTE,TRUE,10.1016/j.fcr.2014.04.015
SA0035,LTE,TRUE,10.1080/00103624.2016.1243703
SA0036,LTE,TRUE,10.1111/sum.12277
SA0037,LTE,TRUE,10.1111/sum.12050
SA0038,LTE,TRUE,""
SA0039,LTE,TRUE,10.3390/agronomy5020220
SA0040,LTE,TRUE,10.3390/agronomy9010001
SA0041,LTE,TRUE,10.2136/sssaj2011.0184
SA0042,LTE,TRUE,10.1017/S0014479713000173
SA0043,LTE,TRUE,10.3389/fsoil.2023.1155712
SA0045,LTE,TRUE,10.1111/j.1475-2743.2006.00068.x
SA0046,LTE,TRUE,10.1016/j.fcr.2020.108002
SA0047,LTE,TRUE,10.1038/s41598-021-89737-9
SA0048,LTE,TRUE,10.1016/S0378-4290(99)00066-0
SA0049,LTE,FALSE,""
SA0050,LTE,TRUE,10.1007/s40003-016-0223-9
SA0051,LTE,TRUE,10.2136/sssaj2004.8450
SA0052,LTE,TRUE,10.1080/03650340.2015.1125471
SA0053,LTE,TRUE,10.1016/j.fcr.2004.10.006
SA0054.1,LTE,TRUE,10.1016/j.fcr.2011.11.011
SA0054.2,LTE,TRUE,10.1016/j.fcr.2011.11.011
SA0055,LTE,TRUE,10.1080/01904167.2020.1783298
SA0056,LTE,TRUE,10.1016/j.ejsobi.2021.103362
SA0057,LTE,TRUE,10.1080/03650340.2020.1843023
SA0058,LTE,TRUE,10.1016/j.fcr.2018.02.004
SA0059.1,LTE,TRUE,""
SA0059.2,LTE,TRUE,""
SA0059.3,LTE,TRUE,""
SA0060,LTE,TRUE,10.1080/00103620701215718
SA0061,LTE,TRUE,10.1016/j.agee.2006.05.008
SA0062,LTE,TRUE,10.59797/ija.v51i3.4998
SA0064,LTE,TRUE,""
SA0065,LTE,TRUE,10.1080/14735903.2012.662392
SA0066,LTE,TRUE,10.1007/s42965-019-00044-x
SP0001,ACDC,TRUE,10.1080/09064710.2022.2052177
SP0002,ACDC,TRUE,10.1016/j.heliyon.2023.e12967
SP0003,ACDC,TRUE,10.3390/ agronomy13041148
SP0004,ACDC,TRUE,10.1111/sum.12715
SP0005,ACDC,TRUE,10.1016/j.envdev.2020.100607
SP0006,ACDC,TRUE,10.3934/agrfood.2020.4.666
SP0007,ACDC,TRUE,10.1111/wre.12530
SP0008,ACDC,TRUE,10.1002/ldr.3894
SP0009,ACDC,FALSE,""
SP0010,ACDC,TRUE,10.3390/agronomy12010080
SP0011,ACDC,FALSE,""
SP0012,ACDC,FALSE,""
SP0013,ACDC,TRUE,10.1111/sum.12495
SP0014,ACDC,FALSE,""
SP0015,ACDC,TRUE,10.1007/s10457-009-9241-y
SP0016,ACDC,TRUE,10.1016/j.apsoil.2007.10.009
SP0017,ACDC,TRUE,doi.org/10.1590/1678-992X-2022-0038
SP0018,ACDC,TRUE,doi.org/10.3390/ land11081246
SP0019,ACDC,TRUE,doi.org/10.1016/j.scitotenv.2020.144313
SP0020,ACDC,TRUE,10.1002/agj2.20555
SP0021,ACDC,TRUE,doi.org/10.3390/ plants11223154
SP0022,ACDC,TRUE,10.1007/s10681-011-0372-7
SP0023,ACDC,FALSE,""
SP0024,ACDC,TRUE,dx.doi.org/10.1016/j.eja.2016.07.002
SP0025,ACDC,TRUE,dx.doi.org/10.1590/1983-21252017v30n115rc
SP0026,ACDC,TRUE,10.5935/1806-6690.20160084
SP0027,ACDC,TRUE,10.3390/agriculture9030062
SP0028,ACDC,FALSE,""
SP0029,ACDC,TRUE,"10,1007/s10705-021-10157-2"
SP0030,ACDC,FALSE,""
SP0031,ACDC,FALSE,""
SP0032,ACDC,FALSE,""
SP0033,ACDC,TRUE,http://dx.doi.org/10.1590/1678-4499.0346
SP0034,ACDC,TRUE,10.1016/j.geodrs.2019.e00206
SP0035,ACDC,TRUE,10.1016/j.fcr.2014.05.002
SP0036,ACDC,TRUE,10.1002/agg2.20169
SP0037,ACDC,TRUE,10.5433/1679-0359.2020v41n2p447
SP0038,ACDC,TRUE,10.1016/j.still.2019.05.005
SP0039,ACDC,TRUE,10.2134/agronj2012.0426
SP0040,ACDC,TRUE,10.1016/j.eja.2022.126685
SP0041,ACDC,TRUE,10.36783/18069657rbcs20210113
SP0042,ACDC,TRUE,10.1007/s10705-018-9926-6
SP0043,ACDC,TRUE,10.3390/agronomy10060776
SP0044,EiA,FALSE,""
SP0045,EiA,FALSE,""
SP0046,EiA,TRUE,10.3389/fsufs.2022.796878
SP0047,EiA,TRUE,10.1016/j.jafr.2021.100189
SP0048,EiA,TRUE,10.1016/j.fcr.2022.108550
SP0049,EiA,FALSE,""
SP0050,EiA,FALSE,""
SP0051,EiA,FALSE,""
SP0052,EiA,FALSE,""
SP0053,EiA,FALSE,""
SP0054,EiA,FALSE,""
SP0055,EiA,FALSE,""
SP0056,EiA,FALSE,""
SP0057,EiA,FALSE,""
SP0058,EiA,FALSE,""
SP0059,EiA,FALSE,""
SP0060,EiA,TRUE,10.1016/j.jenvman.2021.112970
SP0061,EiA,FALSE,""
SP0062,EiA,FALSE,""
SP0063,EiA,FALSE,""
SP0064,EiA,FALSE,""
SP0065,EiA,TRUE,10.3390/agronomy12061251
SP0066,EiA,FALSE,""
SP0067,EiA,FALSE,""
SP0068,EiA,FALSE,""
