B.Code,T.Name,IN.Level.Name,Time,Missing,R.Level.Name,table,issue,issue_addressed,addressed_by_whom,notes
SA0040,CON_R,NA,    2007-M,    2007-M,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_R,NA,    2008-M,    2008-M,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_R,NA,    2009-M,    2009-M,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_R,NA,    2010-M,    2010-M,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_R,NA,    2011-M,    2011-M,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_R,NA,    2012-M,    2012-M,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_R,NA,    2013-M,    2013-M,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_R,NA,    2014-M,    2014-M,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_R,NA,    2015-M,    2015-M,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_R,NA,    2016-M,    2016-M,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_R,NA,    2017-M,    2017-M,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_R,NA,    2018-M,    2018-M,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2000-W,    2000-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2001-W,    2001-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2002-W,    2002-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2004-W,    2004-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2005-W,    2005-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2006-W,    2006-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2007-W,    2007-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2009-W,    2009-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2010-W,    2010-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2011-W,    2011-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2012-W,    2012-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2014-W,    2014-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2015-W,    2015-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2016-W,    2016-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2017-W,    2017-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,CON_W,NA,    2019-W,    2019-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS+C_R/IPNS_W,NA,    2016-W..    2017-W..    2018-W,    2016-W/    2017-W/    2018-W,IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2000-M,    2000-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2001-M,    2001-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2002-M,    2002-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2003-M,    2003-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2004-M,    2004-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2005-M,    2005-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2006-M,    2006-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2007-M,    2007-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2008-M,    2008-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2009-M,    2009-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2010-M,    2010-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2011-M,    2011-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2012-M,    2012-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2013-M,    2013-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2014-M,    2014-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2015-M,    2015-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2016-M,    2016-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2016-W..    2017-W..    2018-W,    2016-W/    2017-W/    2018-W,IPNS,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2017-M,    2017-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R,NA,    2018-M,    2018-M,IPNS/IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_R/IPNS+BS_W,NA,    2016-W..    2017-W..    2018-W,    2016-W/    2017-W/    2018-W,IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2000-W,    2000-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2001-W,    2001-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2002-W,    2002-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2004-W,    2004-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2005-W,    2005-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2006-W,    2006-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2007-W,    2007-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2009-W,    2009-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2010-W,    2010-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2011-W,    2011-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2012-W,    2012-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2014-W,    2014-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2015-W,    2015-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2016-W,    2016-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2017-W,    2017-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2018-W,    2018-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,IPNS_W,NA,    2019-W,    2019-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA,NA,    2003-W,    2003-W,IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA,NA,    2008-W,    2008-W,IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA,NA,    2013-W,    2013-W,IPNS + B,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/CON_W,NA,    2003-W,    2003-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/CON_W,NA,    2008-W,    2008-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/CON_W,NA,    2013-W,    2013-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/CON_W,NA,    2018-W,    2018-W,Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/IPNS_W,NA,    2003-W,    2003-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/IPNS_W,NA,    2008-W,    2008-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/IPNS_W,NA,    2013-W,    2013-W,IPNS/IPNS + C,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/OF_W,NA,    2003-W,    2003-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/OF_W,NA,    2008-W,    2008-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/OF_W,NA,    2013-W,    2013-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/RDF_W,NA,    2003-W,    2003-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/RDF_W,NA,    2008-W,    2008-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/RDF_W,NA,    2013-W,    2013-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,NA/RDF_W,NA,    2018-W,    2018-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2000-M,    2000-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2001-M,    2001-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2002-M,    2002-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2003-M,    2003-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2004-M,    2004-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2005-M,    2005-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2006-M,    2006-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2007-M,    2007-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2008-M,    2008-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2009-M,    2009-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2010-M,    2010-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2011-M,    2011-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2012-M,    2012-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2013-M,    2013-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2014-M,    2014-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2015-M,    2015-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2016-M,    2016-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2017-M,    2017-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R,NA,    2018-M,    2018-M,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_R/OF_W,NA,    2016-W..    2017-W..    2018-W,    2016-W/    2017-W/    2018-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2000-W,    2000-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2001-W,    2001-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2002-W,    2002-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2004-W,    2004-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2005-W,    2005-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2006-W,    2006-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2007-W,    2007-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2009-W,    2009-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2010-W,    2010-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2011-W,    2011-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2012-W,    2012-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2014-W,    2014-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2015-W,    2015-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2016-W,    2016-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2017-W,    2017-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2018-W,    2018-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,OF_W,NA,    2019-W,    2019-W,OF ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2000-M,    2000-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2001-M,    2001-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2002-M,    2002-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2003-M,    2003-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2004-M,    2004-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2005-M,    2005-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2006-M,    2006-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2007-M,    2007-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2008-M,    2008-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2009-M,    2009-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2010-M,    2010-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2011-M,    2011-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2012-M,    2012-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2013-M,    2013-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2014-M,    2014-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2015-M,    2015-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2016-M,    2016-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2017-M,    2017-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R,NA,    2018-M,    2018-M,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_R/RDF_W,NA,    2016-W..    2017-W..    2018-W,    2016-W/    2017-W/    2018-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2000-W,    2000-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2001-W,    2001-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2002-W,    2002-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2004-W,    2004-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2005-W,    2005-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2006-W,    2006-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2007-W,    2007-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2009-W,    2009-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2010-W,    2010-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2011-W,    2011-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2012-W,    2012-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2014-W,    2014-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2015-W,    2015-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2016-W,    2016-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2017-W,    2017-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0040,RDF_W,NA,    2019-W,    2019-W,RDF,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1972 W ,1972 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1974 W ,1974 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1975 W ,1975 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1976 W ,1976 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1977 W ,1977 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1978 W ,1978 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1979 W ,1979 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1980 W ,1980 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1981 W ,1981 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1982 W ,1982 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1983 W ,1983 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1984 W ,1984 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1985 W ,1985 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1986 W ,1986 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1987 W ,1987 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1988 W ,1988 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1989 W ,1989 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1990 W ,1990 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1991 W ,1991 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1992 W ,1992 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1993 W ,1993 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1994 W ,1994 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1995 W ,1995 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1996 W ,1996 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1997 W ,1997 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1998 W ,1998 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,1999 W ,1999 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,2000 W ,2000 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% N Wheat,NA,2001 W ,2001 W ,B N ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1972 W ,1972 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1974 W ,1974 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1975 W ,1975 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1976 W ,1976 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1977 W ,1977 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1978 W ,1978 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1979 W ,1979 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1980 W ,1980 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1981 W ,1981 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1982 W ,1982 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1983 W ,1983 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1984 W ,1984 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1985 W ,1985 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1986 W ,1986 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1987 W ,1987 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1988 W ,1988 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1989 W ,1989 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1990 W ,1990 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1991 W ,1991 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1992 W ,1992 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1993 W ,1993 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1994 W ,1994 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1995 W ,1995 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1996 W ,1996 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1997 W ,1997 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1998 W ,1998 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,1999 W ,1999 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,2000 W ,2000 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NP Wheat,NA,2001 W ,2001 W ,B NP ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1972 W ,1972 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
