B.Code,field,issue,value,table,parent_table,tabname,master_table,issue_addressed,addressed_by_whom,notes
AC0057,IN.Level.Name,Mismatch in field value between parent and child tables.,Conv legume..Trad legume__Conv maize int..Trad maize int/Conv legume__Conv maize int/Trad legume__Trad maize int,Data.Out,Int.Out,,,FALSE,"",""
AC0060,IN.Level.Name,Mismatch in field value between parent and child tables.,CA Maize int__CA Pp int,Data.Out,Int.Out,,,FALSE,"",""
AC0062,IN.Level.Name,Mismatch in field value between parent and child tables.,Cowpea int high__S int Avenger..S int Enforcer..S int Titan..S int NS5511/Cowpea int low..Cowpea int high__S int Avenger..S int Enforcer..S int Titan..S int NS5511/Cowpea int low__S int Avenger..S int Enforcer..S int Titan..S int NS5511,Data.Out,Int.Out,,,FALSE,"",""
AC0066,IN.Level.Name,Mismatch in field value between parent and child tables.,Banana CB__Coffee CB__Trees CB/Banana CO__Coffee CO__Trees CO/Banana CT__Coffee CT__Trees CT,Data.Out,Int.Out,,,FALSE,"",""
AC0067,IN.Level.Name,Mismatch in field value between parent and child tables.,CA OH Maize__Vetch/CT OH Maize__Vetch,Data.Out,Int.Out,,,FALSE,"",""
AC0068,IN.Level.Name,Mismatch in field value between parent and child tables.,All CA Legume__All CA Maize/Legume int R+__Maize int R+/Legume int T-__Maize int T-/Legume int__Maize int,Data.Out,Int.Out,,,FALSE,"",""
AC0069,IN.Level.Name,Mismatch in field value between parent and child tables.,CA Ca int__CA Co int__CA Ma int__CA Se int,Data.Out,Int.Out,,,FALSE,"",""
AC0070,IN.Level.Name,Mismatch in field value between parent and child tables.,DiSML int Cowpea__DiSML int Maize,Data.Out,Int.Out,,,FALSE,"",""
AC0071,IN.Level.Name,Mismatch in field value between parent and child tables.,CB banana__CB coffee__CB trees/CO banana__CO coffee__CO trees/CT banana__CT coffee__CT trees,Data.Out,Int.Out,,,FALSE,"",""
AC0074,IN.Level.Name,Mismatch in field value between parent and child tables.,CB banana__CB coffee/CC coffee__CC cordia,Data.Out,Int.Out,,,FALSE,"",""
AC0076,IN.Level.Name,Mismatch in field value between parent and child tables.,DC Coffee__DC Ep/DO  Ep__DO Coffee__Do In/HDC Ca__HDC Coffee__HDC Ep__HDC Mp/HDO Ca__HDO Coffee__HDO Ep__HDO Mp,Data.Out,Int.Out,,,FALSE,"",""
AC0080,IN.Level.Name,Mismatch in field value between parent and child tables.,Cp DSIMC__Maize DSIMC/Maize DSIMM__Vb DSIMM/Maize DSIMP__Pp DSIMP,Data.Out,Int.Out,,,FALSE,"",""
AC0081,IN.Level.Name,Mismatch in field value between parent and child tables.,CB MB__Maize MB,Data.Out,Int.Out,,,FALSE,"",""
AC0083,IN.Level.Name,Mismatch in field value between parent and child tables.,Mz int__Pp Int,Data.Out,Int.Out,,,FALSE,"",""
AC0084,IN.Level.Name,Mismatch in field value between parent and child tables.,Maize int__Vb relay int,Data.Out,Int.Out,,,FALSE,"",""
AC0087,IN.Level.Name,Mismatch in field value between parent and child tables.,Erythrina poeppigiana__Shade Coffee/Eucalyptus deglupta__Shade Coffee/Shade Coffee__Terminalia ivorensis,Data.Out,Int.Out,,,FALSE,"",""
AC0088,IN.Level.Name,Mismatch in field value between parent and child tables.,Irrigated Coffee int__Urochloa int/Rainfed Coffee int..Irrigated Coffee int__Urochloa int/Rainfed Coffee int__Urochloa int,Data.Out,Int.Out,,,FALSE,"",""
AC0089,IN.Level.Name,Mismatch in field value between parent and child tables.,Ah__Maize int/Av__Maize int,Data.Out,Int.Out,,,FALSE,"",""
AC0090,IN.Level.Name,Mismatch in field value between parent and child tables.,CKH08051 CT int__Cp CT/CKH08051 NT int__Cp NT/CKH10077 CT int__Cp CT/CKH10077 NT int__Cp NT/CKH10080 CT int__Cp CT/CKH10080 NT int__Cp NT/CKH10085 CT int__Cp CT/CKH10085 NT int__Cp NT/CKH10717 CT int__Cp CT/CKH10717 NT int__Cp NT/Cp CT__H 513 CT int/Cp NT__H 513 NT int,Data.Out,Int.Out,,,FALSE,"",""
AC0097,IN.Level.Name,Mismatch in field value between parent and child tables.,Maize int__Vb 6WAP/Maize int__Vb 9WAP,Data.Out,Int.Out,,,FALSE,"",""
AC0105,IN.Level.Name,Mismatch in field value between parent and child tables.,Conv Erythrina__Erytrhina/Conv Terminalia__Terminalia/Erytrhina__Grass__Organic Erythrina/Grass__Organic Terminalia__Terminalia,Data.Out,Int.Out,,,FALSE,"",""
AC0110,IN.Level.Name,Mismatch in field value between parent and child tables.,Coffee int__E. poeppigiana,Data.Out,Int.Out,,,FALSE,"",""
AC0113,IN.Level.Name,Mismatch in field value between parent and child tables.,CI__Erythrina poeppigiana/CI__Terminalia amazonia/CM__Erythrina poeppigiana/CM__Erythrina poeppigiana__Terminalia amazonia/CM__Terminalia amazonia/Chloroleucon eurycyclum__CM/Chloroleucon eurycyclum__OI/Erythrina poeppigiana__OI/Erythrina poeppigiana__OI__Terminalia amazonia/Erythrina poeppigiana__OM/OI__Terminalia amazonia/OM__Terminalia amazonia,Data.Out,Int.Out,,,FALSE,"",""
AC0117,IN.Level.Name,Mismatch in field value between parent and child tables.,Maize int__MB int,Data.Out,Int.Out,,,FALSE,"",""
AC0122,IN.Level.Name,Mismatch in field value between parent and child tables.,JB int__Maize int,Data.Out,Int.Out,,,FALSE,"",""
AC0125,IN.Level.Name,Mismatch in field value between parent and child tables.,Cin__Inga,Data.Out,Int.Out,,,FALSE,"",""
AC0129,IN.Level.Name,Mismatch in field value between parent and child tables.,CB__Maize/CB__Maize__SMAS-1,Data.Out,Int.Out,,,FALSE,"",""
AC0130,IN.Level.Name,Mismatch in field value between parent and child tables.,Banana Sweet GI__Inga submuda GI__Shaded Coffee__Solanum sp. GI/Banana Sweet PA__Shaded Coffee__Solanum sp. PA/Inga submuda RO__Shaded Coffee,Data.Out,Int.Out,,,FALSE,"",""
AC0132,IN.Level.Name,Mismatch in field value between parent and child tables.,Lablab__Maize relay 0N NT/Lablab__Maize relay 120N NT/Lablab__Maize relay 180N NT/Maize relay 0N NT__Pigeon pea/Maize relay 180N NT__Pigeon pea,Data.Out,Int.Out,,,FALSE,"",""
AC0133,IN.Level.Name,Mismatch in field value between parent and child tables.,AFS__Inga,Data.Out,Int.Out,,,FALSE,"",""
AC0134,IN.Level.Name,Mismatch in field value between parent and child tables.,D1__N0/D1__N150/D1__N75/D2__N0/D2__N150/D2__N75/D3__N0/D3__N150/D3__N75,Data.Out,Int.Out,,,FALSE,"",""
AC0135,IN.Level.Name,Mismatch in field value between parent and child tables.,F-J-M__J-F-M 0N__M-J-F/F-J-M__J-F-M 120N__M-J-F/F-J-M__J-F-M 60N__M-J-F/F-J__J-F 0N/F-J__J-F 120N/F-J__J-F 60N/F-M__M-F 0N/F-M__M-F 120N/F-M__M-F 60N/J-M 0N__M-J/J-M 120N__M-J/J-M 60N__M-J,Data.Out,Int.Out,,,FALSE,"",""
AC0141,IN.Level.Name,Mismatch in field value between parent and child tables.,AFP4__Calliandra/AFP5__Calliandra/AFP6__Calliandra,Data.Out,Int.Out,,,FALSE,"",""
AC0148,IN.Level.Name,Mismatch in field value between parent and child tables.,Gliricidia__Maize int 0N/Gliricidia__Maize int 0N..Maize int 40N..Maize int 80N..Maize int 120N/Gliricidia__Maize int 120N/Gliricidia__Maize int 40N/Gliricidia__Maize int 80N,Data.Out,Int.Out,,,FALSE,"",""
AC0153,IN.Level.Name,Mismatch in field value between parent and child tables.,20BOCV 2004__CV int/20BOCV 2005__CV int/40BOCV 2004__CV int/40BOCV 2005__CV int/80BOCV 2004__CV int/80BOCV 2005__CV int/BO int__CV int,Data.Out,Int.Out,,,FALSE,"",""
AC0157,IN.Level.Name,Mismatch in field value between parent and child tables.,0%ET0 int__Sorghum/17.5%ET0 int__Sorghum/26.26%ET0 int__Sorghum/35%ET0 int__Sorghum/8.75%ET0 int__Sorghum,Data.Out,Int.Out,,,FALSE,"",""
AC0158,IN.Level.Name,Mismatch in field value between parent and child tables.,Maize int__Urochloa,Data.Out,Int.Out,,,FALSE,"",""
AC0163,IN.Level.Name,Mismatch in field value between parent and child tables.,Sorghum int DP__UE/Sorghum int GP__UE,Data.Out,Int.Out,,,FALSE,"",""
AC0168,IN.Level.Name,Mismatch in field value between parent and child tables.,CC F0..CC F1..CCF2..CCF3__Zizi/CC F0__Zizi/CC F1__Zizi/CCF2__Zizi/CCF3__Zizi/MC Cp F0__MC PM F0/MC Cp F0__MC PM F0__Zizi/MC Cp F1__MC PM F1/MC Cp F1__MC PM F1__Zizi/MC Cp F2..MC Cp F3..MC Cp F1..MC Cp F0__MC PM F1..MC PM F2..MC PM F3..MC PM F0/MC Cp F2..MC Cp F3..MC Cp F1..MC Cp F0__MC PM F1..MC PM F2..MC PM F3..MC PM F0__Zizi/MC Cp F2__MC PM F2/MC Cp F2__MC PM F2__Zizi/MC Cp F3__MC PM F3/MC Cp F3__MC PM F3__Zizi/MM F0..MM F1..MM F2..MM F3__Zizi/MM F0__Zizi/MM F1__Zizi/MM F2__Zizi/MM F3__Zizi,Data.Out,Int.Out,,,FALSE,"",""
AC0169,IN.Level.Name,Mismatch in field value between parent and child tables.,CA Cp__CA Maize int/CA Cp__CA Maize int + Manure/CA Cp__CA Maize int..CA Maize int + Manure/CA Maize int + Manure__CA Vb/CA Maize int..CA Maize int + Manure__CA Vb/CA Maize int__CA Vb,Data.Out,Int.Out,,,FALSE,"",""
AC0175,IN.Level.Name,Mismatch in field value between parent and child tables.,Banana__CTR/Banana__FYM/Banana__FYM + CR,Data.Out,Int.Out,,,FALSE,"",""
CJ0001,IN.Level.Name,Mismatch in field value between parent and child tables., Cowpea _Intercrop maize/ Groundnut _Intercrop maize/Bambara + fertilizer _Intercrop maize+ fertilizer/Bambara nut _Intercrop maize/Bean + fertilizer _Intercrop maize+ fertilizer/Bean _Intercrop maize/Cowpea + fertilizer_Intercrop maize+ fertilizer/Groundnut + fertilizer _Intercrop maize+ fertilizer/Intercrop maize+ fertilizer_Pigeonpea + fertilizer /Intercrop maize_Pigeonpea ,Data.Out,Int.Out,,,FALSE,"",""
CJ0003,IN.Level.Name,Mismatch in field value between parent and child tables.,intercropped -lab lab-DP__intercropped maize DP/intercropped maize SP__intercropped-Lab lab-SP,Data.Out,Int.Out,,,FALSE,"",""
CJ0004,IN.Level.Name,Mismatch in field value between parent and child tables.,50/50MA2_FERT__50/50MA2+A_FERT/50/50MA2__50/50MA2+A/60/40MA2_FERT__60/40MA2+A_FERT/60/40MA2__60/40MA2+A/70/30MA2_FERT__70/30MA2+A_FERT/70/30MA2__70/30MA2+A/80/20MA2_FERT__80/20MA2+A_FERT/80/20MA2__80/20MA2+A/MA-A+FERT__MA-M+FERT/MA-A__MA-M,Data.Out,Int.Out,,,FALSE,"",""
CJ0006,IN.Level.Name,Mismatch in field value between parent and child tables.,Cowpea__Int Maize 0/Cowpea__Int Maize 0..Int Maize 100..Int Maize 200..Int Maize 300/Cowpea__Int Maize 100/Cowpea__Int Maize 200/Cowpea__Int Maize 300/Int Maize 0..Int Maize 100..Int Maize 200..Int Maize 300__Silverleaf/Int Maize 0..Int Maize 100..Int Maize 200..Int Maize 300__Velvet Bean/Int Maize 0__Silverleaf/Int Maize 0__Velvet Bean/Int Maize 100__Silverleaf/Int Maize 100__Velvet Bean/Int Maize 200__Silverleaf/Int Maize 200__Velvet Bean/Int Maize 300__Silverleaf/Int Maize 300__Velvet Bean,Data.Out,Int.Out,,,FALSE,"",""
CJ0010,IN.Level.Name,Mismatch in field value between parent and child tables.,Miaze Pigeon Pea Intercrop__Miaze Pigeon Pea Intercrop-PP,Data.Out,Int.Out,,,FALSE,"",""
CJ0011,IN.Level.Name,Mismatch in field value between parent and child tables.,Double common bean monoculture (Bn+Bn2)__Double common bean monoculture (Bn1+Bn)/Relay common bean intercropping with maize (M+BnR1)__Relay common bean intercropping with maize (M1+BnR)/Sequential common bean intercropping with maize (M+Bn+Bn1)__Sequential common bean intercropping with maize (M+Bn1+Bn)__Sequential common bean intercropping with maize (M1+Bn+Bn)/Simultaneous common bean intercropping with maize (M+Bn1)__Simultaneous common bean intercropping with maize (M1+Bn)-maize,Data.Out,Int.Out,,,FALSE,"",""
CJ0013,IN.Level.Name,Mismatch in field value between parent and child tables.,CA Maize int + Manure_Cowpea int/CA Maize int + Manure_Mc int/CA Maize int__Cowpea int/CA Maize int__Mc int,Data.Out,Int.Out,,,FALSE,"",""
CJ0015,IN.Level.Name,Mismatch in field value between parent and child tables., C. spectabilis  Intercrop__MZ 2017-INT/ C. spectabilis  Intercrop__MZ 2017-INT-140/ C. spectabilis  Intercrop__MZ 2017-INT-210/ C. spectabilis  Intercrop__MZ 2017-INT-70/ C. spectabilis  Intercrop__MZ 2018-INT/ C. spectabilis  Intercrop__MZ 2018-INT-140/ C. spectabilis  Intercrop__MZ 2018-INT-210/ C. spectabilis  Intercrop__MZ 2018-INT-70/ U. ruziziensis  Intercrop__MZ 2017-INT/ U. ruziziensis  Intercrop__MZ 2017-INT-140/ U. ruziziensis  Intercrop__MZ 2017-INT-210/ U. ruziziensis  Intercrop__MZ 2017-INT-70/ U. ruziziensis  Intercrop__MZ 2018-INT/ U. ruziziensis  Intercrop__MZ 2018-INT-140/ U. ruziziensis  Intercrop__MZ 2018-INT-210/ U. ruziziensis  Intercrop__MZ 2018-INT-70,Data.Out,Int.Out,,,FALSE,"",""
CJ0017,IN.Level.Name,Mismatch in field value between parent and child tables.,ALB 121Common Bean-intercrop 1:2-IF__ICA V10-Maize-intercrop 2:1-IF/ALB 121Common Bean-intercrop 1:2-OF__ICA V10-Maize-intercrop 2:1-OF/ALB 121Common Bean-intercrop1: 1-IF__ICA V10-Maize-intercrop 1:1-IF/ALB 121Common Bean-intercrop1: 1-OF__ICA V10-Maize-intercrop 1:1-OF/BFS 10-Common Bean-intercrop 1:2-IF__ICA V10-Maize-intercrop 2:1-IF/BFS 10-Common Bean-intercrop 1:2-OF__ICA V10-Maize-intercrop 2:1-OF/BFS 10-Common Bean-intercrop1: 1-IF__ICA V10-Maize-intercrop 1:1-IF/BFS 10-Common Bean-intercrop1: 1-OF__ICA V10-Maize-intercrop 1:1-OF,Data.Out,Int.Out,,,FALSE,"",""
CJ0018,IN.Level.Name,Mismatch in field value between parent and child tables.,Brachiaria brizantha intercrop__Maize intercropL1/Brachiaria brizantha intercrop__Maize intercropL2/Brachiaria brizantha intercrop__Maize intercropL3/Brachiaria brizantha intercrop__Maize intercropL4/Brachiaria brizantha intercrop__Maize intercropL5/Brachiaria brizantha intercrop__Maize intercropL6/Brachiaria hybrid intercrop__Maize intercropL1/Brachiaria hybrid intercrop__Maize intercropL2/Brachiaria hybrid intercrop__Maize intercropL3/Brachiaria hybrid intercrop__Maize intercropL4/Brachiaria hybrid intercrop__Maize intercropL5/Brachiaria hybrid intercrop__Maize intercropL6,Data.Out,Int.Out,,,FALSE,"",""
CJ0022,IN.Level.Name,Mismatch in field value between parent and child tables., Irrigated intercropping coffee__ Irrigated intercropping macademia/ Rainfed intercropping coffee__Rainfed intercropping macademia,Data.Out,Int.Out,,,FALSE,"",""
CJ0026,IN.Level.Name,Mismatch in field value between parent and child tables.,Cowpea_Dibblestick_DBMCI__Maize_Dibblestick_DBMCI,Data.Out,Int.Out,,,FALSE,"",""
CJ0027,IN.Level.Name,Mismatch in field value between parent and child tables., CA_MBI__ CA_MBI-Bean/ CP_MBI__ CP_MBI-Bean,Data.Out,Int.Out,,,FALSE,"",""
CJ0028,IN.Level.Name,Mismatch in field value between parent and child tables.,(C) Maize + Cassava__(M) Maize + Cassava/(C) Maize + Cassava__(M) Maize + Cassava__Leucaena hedgerow,Data.Out,Int.Out,,,FALSE,"",""
CJ0030,IN.Level.Name,Mismatch in field value between parent and child tables.,Lablab intercrop+P__Maize intercrop+NP/Lablab intercrop+P__Maize intercrop+P/Lablab intercrop-control__Maize intercrop/Maize intercrop+NP__Pigeonpea LD+P/Maize intercrop+NP__pigeonpea MD+P/Maize intercrop+P__Pigeonpea LD+P/Maize intercrop+P__pigeonpea MD+P/Maize intercrop__Pigeonpea LD-control/Maize intercrop__pigeonpea MD-control,Data.Out,Int.Out,,,FALSE,"",""
CJ0033,IN.Level.Name,Mismatch in field value between parent and child tables.,Cassava int+fert__Common bean/Cassava int+fert__Cowpea/Cassava int+fert__Soybean/Cassava int+lime+ fert__Common bean/Cassava int+lime+ fert__Cowpea/Cassava int+lime+ fert__Soybean/Cassava int+lime__Common bean/Cassava int+lime__Cowpea/Cassava int+lime__Soybean/Cassava int__Common bean/Cassava int__Cowpea/Cassava int__Soybean,Data.Out,Int.Out,,,FALSE,"",""
CJ0037,IN.Level.Name,Mismatch in field value between parent and child tables.,Maize int__Yi-R D1..Yi-R-F D1..Yi-R D2..Yi-R-F D2..Yi-R D3..Yi-R-F D3..Yi-R D4..Yi-R-F D4..Yi-R D5..Yi-R-F D5..Yi-R D6..Yi-R-F D6/Maize int__Yi-flat D1..Yi-R D1..Yi-flat D2..Yi-R D2..Yi-flat D3..Yi-R D3..Yi-flat D4..Yi-R D4..Yi-flat D5..Yi-R D5..Yi-flat D6..Yi-R D6/Maize int__Yi-flat D1..Yi-R D1..Yi-flat-F D1..Yi-R-F D1..Yi-flat D2..Yi-R D2..Yi-flat-F D2..Yi-R-F D2..Yi-flat D3..Yi-R D3..Yi-flat-F D3..Yi-R-F D3..Yi-flat D4..Yi-R D4..Yi-flat-F D4..Yi-R-F D4..Yi-flat D5..Yi-R D5..Yi-flat-F D5..Yi-R-F D5..Yi-flat D6..Yi-R D6..Yi-flat-F D6..Yi-R-F D6/Maize int__Yi-flat D1..Yi-flat-F D1..Yi-flat D2..Yi-flat-F D2..Yi-flat D3..Yi-flat-F D3..Yi-flat D4..Yi-flat-F D4..Yi-flat D5..Yi-flat-F D5..Yi-flat D6..Yi-flat-F D6/Maize int__Yi-flat-F D1..Yi-R-F D1..Yi-flat-F D2..Yi-R-F D2..Yi-flat-F D3..Yi-R-F D3..Yi-flat-F D4..Yi-R-F D4..Yi-flat-F D5..Yi-R-F D5..Yi-flat-F D6..Yi-R-F D6,Data.Out,Int.Out,,,FALSE,"",""
CJ0038,IN.Level.Name,Mismatch in field value between parent and child tables.,B.A..B.A20k..B.A40k..B.A26P..B.A52P..B.A26P20K..B.A52P40K__M..Mr..M20k..Mr20k..M40k..Mr40k..M26P..Mr26P..M52P..Mr52P..M26P20K..Mr26P20K..M52P40K..Mr52P40K/B.A..B.Ar..B.A20k..B.Ar20k..B.A40k..B.Ar40k..B.A26P..B.Ar26P..B.A52P..B.Ar52P..B.A26P20K..B.Ar26P20K..B.A52P40K..B.Ar52P40K__M..Mr..M20k..Mr20k..M40k..Mr40k..M26P..Mr26P..M52P..Mr52P..M26P20K..Mr26P20K..M52P40K..Mr52P40K/B.A..B.B..B.B20k..B.B40k..B.B26P..B.B52P..B.B26P20K..B.B52P40K__M..Mr..M20k..Mr20k..M40k..Mr40k..M26P..Mr26P..M52P..Mr52P..M26P20K..Mr26P20K..M52P40K..Mr52P40K/B.B..B.Br..B.B20k..B.Br20k..B.B40k..B.Br40k..B.B26P..B.Br26P..B.B52P..B.Br52P..B.B26P20K..B.Br26P20K..B.B52P40K..B.Br52P40K__M..Mr..M20k..Mr20k..M40k..Mr40k..M26P..Mr26P..M52P..Mr52P..M26P20K..Mr26P20K..M52P40K..Mr52P40K,Data.Out,Int.Out,,,FALSE,"",""
CJ0042,IN.Level.Name,Mismatch in field value between parent and child tables.,T1: at flowering stage (FS) _N1__T1: at flowering stage (FS)_bean/T1: at flowering stage (FS) _N2 __T1: at flowering stage (FS)_bean/T1: at flowering stage (FS) _N3 __T1: at flowering stage (FS)_bean/T2: 15 days after FS_bean__T2: 15 days after FS-N2/T2: 15 days after FS_bean__T2: 15 days after FS-N3/T2: 15 days after FS_bean__T2: 15 days after FS_N1/T3: 30 days after FS_N1__T3: 30 days after FS-bean/T3: 30 days after FS_N2__T3: 30 days after FS-bean/T3: 30 days after FS_N3__T3: 30 days after FS-bean,Data.Out,Int.Out,,,FALSE,"",""
CJ0044,IN.Level.Name,Mismatch in field value between parent and child tables.,potato intercrop+DAP__potato-lima-lima bean/potato intercrop+DAP__potato-lupin-lupin/potato intercrop__potato-lima-lima bean/potato intercrop__potato-lupin-lupin/potato-intercrop+NPK__potato-lima-lima bean/potato-intercrop+NPK__potato-lupin-lupin,Data.Out,Int.Out,,,FALSE,"",""
CJ0047,IN.Level.Name,Mismatch in field value between parent and child tables.,Beans + maize (BM)_SER83__Beans + maize (BMM)/Beans + maize (BM)__Beans + maize (BMM)/Beans + maize + fertiliser (BMf)_SER83__Beans + maize + fertiliser (BMMf)/Beans + maize + fertiliser (BMf)__Beans + maize + fertiliser (BMMf)/Beans + maize + manure (BMc)_SER83__Beans + maize + manure (BMMc)/Beans + maize + manure (BMc)__Beans + maize + manure (BMMc)/Beans + maize + manure + fertiliser (BMcf)_SER83__Beans + maize + manure + fertiliser (BMMcf)/Beans + maize + manure + fertiliser (BMcf)__Beans + maize + manure + fertiliser (BMMcf),Data.Out,Int.Out,,,FALSE,"",""
CJ0050,IN.Level.Name,Mismatch in field value between parent and child tables.,Brachiaria hybrid__Desmodium__Intercroped maize,Data.Out,Int.Out,,,FALSE,"",""
CJ0054,IN.Level.Name,Mismatch in field value between parent and child tables.,RT+mulch+Intercrop__RT+mulch+Intercrop-CP,Data.Out,Int.Out,,,FALSE,"",""
CJ0057,IN.Level.Name,Mismatch in field value between parent and child tables., cowpea intercrop__ maize intercrop,Data.Out,Int.Out,,,FALSE,"",""
CJ0058,IN.Level.Name,Mismatch in field value between parent and child tables.,Maize int__Watermelon Int,Data.Out,Int.Out,,,FALSE,"",""
CJ0059,IN.Level.Name,Mismatch in field value between parent and child tables.,Cacau-UFV intercrop__Cacau-UFV+CB/Cacau-UFV intercrop__DP+Cacau-UFV/Cacau-UFV intercrop__MZ+Cacau-UFV/DP+IAC-12__IAC-12 intercrop/IAC-12 intercrop__IAC-12+CB/IAC-12 intercrop__MZ+IAC-12,Data.Out,Int.Out,,,FALSE,"",""
CJ0060,IN.Level.Name,Mismatch in field value between parent and child tables.,improved bean intercrop__maize intercrop/local bean intercrop__maize intercrop,Data.Out,Int.Out,,,FALSE,"",""
CJ0062,IN.Level.Name,Mismatch in field value between parent and child tables.,Legume__N0/Legume__N0_C40/Legume__N120/Legume__N120_C40/Legume__N160/Legume__N160_C40/Legume__N200/Legume__N200_C40/Legume__N40/Legume__N40_C40/Legume__N80/Legume__N80_C40,Data.Out,Int.Out,,,FALSE,"",""
CJ0064,IN.Level.Name,Mismatch in field value between parent and child tables.,D15RML..DoRML__lab_D15..Lab_D0,Data.Out,Int.Out,,,FALSE,"",""
CJ0065,IN.Level.Name,Mismatch in field value between parent and child tables.,Bracharia Maize-CT__Maize intercrop-CT/Bracharia Maize-NT__Maize intercrop-NT/Maize intercrop-CT__Pigeon pea maize -CT/Maize intercrop-NT__Pigeon pea maize -NT,Data.Out,Int.Out,,,FALSE,"",""
CJ0067,IN.Level.Name,Mismatch in field value between parent and child tables.,Crotalaria_incorporated__Maize intercrop_incorporated/Crotalaria_mulch__Maize intercrop_mulch/Crotalaria_removed__Maize intercrop_removed/Maize intercrop_incorporated__Velvet Bean_incorporated/Maize intercrop_mulch__Velvet Bean_mulch/Maize intercrop_removed__Velvet Bean_removed,Data.Out,Int.Out,,,FALSE,"",""
CJ0072,IN.Level.Name,Mismatch in field value between parent and child tables.,Palisade Grass intercrop__Soybean intercrop_BRS 133/Palisade Grass intercrop__Soybean intercrop_Embrapa 48/Palisade Grass intercrop__Soybean intercrop_Emgopa 313/Palisade Grass intercrop__Soybean intercrop_Monsoy 6101,Data.Out,Int.Out,,,FALSE,"",""
CJ0074,IN.Level.Name,Mismatch in field value between parent and child tables.,intercrop 90  bean_lower__intercrop maize_lower/intercrop 90  bean_middle__intercrop maize_middle/intercrop 90  bean_upper__intercrop maize_upper/intercrop l. bean_lower__intercrop maize_lower/intercrop l. bean_upper__intercrop maize_upper/intercrop l.bean_middle__intercrop maize_middle,Data.Out,Int.Out,,,FALSE,"",""
CJ0076,IN.Level.Name,Mismatch in field value between parent and child tables.,T7-76.7N+52BH_bean__T7-76.7N+52BH_intercrop/T8-52N+BH_bean__T8-52N+BH_intercrop,Data.Out,Int.Out,,,FALSE,"",""
CJ0082,IN.Level.Name,Mismatch in field value between parent and child tables.,Maize+SB+Biochar__SB intercrop/Maize+SB+Biochar__SB intercrop Biochar/Maize+SB+Control__SB intercrop Control/Maize+SB+NPK+Biochar__SB intercrop/Maize+SB+NPK+Biochar__SB intercrop NPK+Biochar/Maize+SB+NPK__SB intercrop/Maize+SB+NPK__SB intercrop NPK,Data.Out,Int.Out,,,FALSE,"",""
CJ0088,IN.Level.Name,Mismatch in field value between parent and child tables.,Haricoat Bean intercrop__M D+Ă+TR+IHB_MZ/Haricoat Bean intercrop__M D+Ă+TR+IHB_PM/MD+PS+TR+IMB_MZ__Mung Bean intercrop/MD+PS+TR+IMB_PM__Mung Bean intercrop/MD+PS+TR+IMB_SG__Mung Bean intercrop,Data.Out,Int.Out,,,FALSE,"",""
CJ0090,IN.Level.Name,Mismatch in field value between parent and child tables.,MZ-I-CTMM__V-CTMM/MZ-I-NTMM__V-NTMM/MZ-I-RTMM__V-RTMM,Data.Out,Int.Out,,,FALSE,"",""
CJ0091,IN.Level.Name,Mismatch in field value between parent and child tables.,Intercrop maize_ms__S. broadcast PM_ms/Intercrop maize_ms__S.between rows PM_ms/Intercrop maize_ms__S.fertilizer PM_ms/Intercrop maize_ms__T. between rows PM_ms/Intercrop maize_ms__T. broadcast PM_ms/Intercrop maize_tz__S. broadcast PM_tz/Intercrop maize_tz__S.between rows PM_tz/Intercrop maize_tz__S.fertilizer PM_tz/Intercrop maize_tz__T. between rows PM_tz/Intercrop maize_tz__T. broadcast PM_tz,Data.Out,Int.Out,,,FALSE,"",""
CJ0092,IN.Level.Name,Mismatch in field value between parent and child tables.,Brachiaria brizantha_CTS__Maize_CTS/Brachiaria brizantha_CTS__Sorghum_CTS/Brachiaria brizantha_NTS__Maize_NTS/Brachiaria brizantha_NTS__Sorghum_NTS,Data.Out,Int.Out,,,FALSE,"",""
CJ0099,IN.Level.Name,Mismatch in field value between parent and child tables., D. intortum intercrop__Finger millet intercrop,Data.Out,Int.Out,,,FALSE,"",""
CJ0105,IN.Level.Name,Mismatch in field value between parent and child tables., Vicia Sativa25+f__F75+ Vicia Sativa/ Vicia Sativa50+f__F50+ Vicia Sativa/ Vicia Sativa75+f__F25+ Vicia Sativa/F+Vicia villosa25__F75+Vicia villosa/F+Vicia villosa50__F50+Vicia villosa/F+Vicia villosa75__F25+Vicia villosa/F+atropurpurea25__F75+atropurpurea/F+atropurpurea50__F50+atropurpurea/F+atropurpurea75__F25+atropurpurea,Data.Out,Int.Out,,,FALSE,"",""
CJ0108,IN.Level.Name,Mismatch in field value between parent and child tables.,Mung Bean INTER 1__Sorghum INTER 1/Mung Bean INTER-1__Sorghum INTER-2/Mung Bean INTER-2__Sorghum INTER-1/Mung Bean INTER-50%__Sorghum INTER-50%,Data.Out,Int.Out,,,FALSE,"",""
CJ0111,IN.Level.Name,Mismatch in field value between parent and child tables.,T7-77N+52BH_bean__T7-77N+52BH_intercrop/T8-52N-BH_bean__T8-52N-BH_intercrop,Data.Out,Int.Out,,,FALSE,"",""
