value,B.Code,table,field,table_alt,field_alt,master_tab,C.Type,issue_addressed,addressed_by_whom,notes
chitosan,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biopesticide,FALSE,"",""
chitosan,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biopesticide,FALSE,"",""
chitosan,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biopesticide,FALSE,"",""
chitosan,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biopesticide,FALSE,"",""
chitosan,NM0125,Chem.Out,C.Name,,C.Name.2020,chem,Biopesticide,FALSE,"",""
chlorantraniliprole,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
chlorantraniliprole,NM0002,Chems.AI,C.Name.AI,,C.Name.2020,chems,Insecticide,FALSE,"",""
chlorpyrifos,AC0148,Chems.AI,C.Name.AI,,C.Name.2020,chems,Inoculation - Seed,FALSE,"",""
chlorpyrifos,NM0004,Chems.AI,C.Name.AI,,C.Name.2020,chems,Biopesticide,FALSE,"",""
cholorosulfuron,AF0001,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
clodinafop,SA0033,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
cm3/ha,JO0172,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
cyanazine,CJ0045,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
cyanazine,CJ0045,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyhalothrin,AC0045,Chems.AI,C.Name.AI,,C.Name.2020,chems,Insecticide,FALSE,"",""
cymoxanil,CJ0159,Chems.AI,C.Name.AI,,C.Name.2020,chems,Fungicide,FALSE,"",""
cypermethrin,NM0004,Chems.AI,C.Name.AI,,C.Name.2020,chems,Biopesticide,FALSE,"",""
cyproconazole,AC0037,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyproconazole,AC0037,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyproconazole,DM0026,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
cyproconazole,DM0026,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,AC0168,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,AC0168,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,CJ0097,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,CJ0097,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,CJ0097,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,DM0028,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,DM0028,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,DM0028,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,DM0028,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,DM0028,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,JO0079,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,JO0079,Chems.AI,C.Name.AI,,C.Name.2020,chems,Insecticide,FALSE,"",""
deltamethrin,JO0212,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,NM0022,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,NM0037,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
deltamethrin,NN0425,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
dimethoate,NM0002,Chems.AI,C.Name.AI,,C.Name.2020,chems,Herbicide,FALSE,"",""
dimethoate 400ec,JO0042,Chems.AI,C.Name.AI,,C.Name.2020,chems,Insecticide,FALSE,"",""
diniconazole,JO0188,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
dipterex,LM0173,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
dithane-m,NN0500,Chems.AI,C.Name.AI,,C.Name.2020,chems,Fungicide,FALSE,"",""
diurom,SP0024,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
diuron,AC0076,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
diuron,JO0050,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
dual,AC0075,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
endosulfan,CJ0001,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
ethoxisulfuron,SA0033,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
fenoxaprop,SA0033,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
fipronil,CJ0085,Chems.AI,C.Name.AI,,C.Name.2020,chems,Fungicide,FALSE,"",""
fipronil,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
fipronil,NM0076,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
fluaifop-butyl,CJ0078,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
flubendiamide,JO0042,Chems.AI,C.Name.AI,,C.Name.2020,chems,Insecticide,FALSE,"",""
flusilazole,AC0098,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
flusilazole,AC0098,Chems.AI,C.Name.AI,,C.Name.2020,chems,Fungicide,FALSE,"",""
flusilazole,JO0053,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
flusilazole,NN0460,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
g a.i./ha,NM0020,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
g/100kg seed ,NM0022/NM0037/JO0212,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
g/L,CJ0025/CJ0131/JO0012,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
g/hole,NM0116,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
g/kg seed,SP0037,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
g/l,JO0079/JO0087/NM0077/CJ0195/DM0018/NM0100/NM0113/NN0500,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
g/l ai,NN0432,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
glomus etunicatum,CJ0173,Chems.AI,C.Name.AI,,C.Name.2020,chems,Fungicide,FALSE,"",""
glomus fasciculatum,CJ0173,Chems.AI,C.Name.AI,,C.Name.2020,chems,Fungicide,FALSE,"",""
glomus intraradices,CJ0173,Chems.AI,C.Name.AI,,C.Name.2020,chems,Fungicide,FALSE,"",""
graphite,AC0144,Chem.Out,C.Name,,C.Name.2020,chem,Other,FALSE,"",""
haloxyfop-methyl,NM0068,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
iodosulfurom-methyl,AC0145,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
isopropylamine salt,JO0150,Chems.AI,C.Name.AI,,C.Name.2020,chems,Herbicide,FALSE,"",""
kg/feddan,NM0132,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
kg/kg seed,NM0068,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
kg/seed,NN0435,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
"l,l-dimethyl-3-(a,a,a-trifluoro-m-tolyl",NN0128.2,Chems.AI,C.Name.AI,,C.Name.2020,chems,Herbicide,FALSE,"",""
"l-l'-dimethyl-4,4'-bipyridinium",NN0128.2,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
lambda-cyhalothrin ,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
lufenuron,AC0029,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
lufenuron,NM0060,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
lufenuron,NM0060,Chems.AI,C.Name.AI,,C.Name.2020,chems,Insecticide,FALSE,"",""
mL/kg Seed,NM0062,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
mL/kg seed,SP0037,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
masterfix soja,NN0435,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
mesotrine,AC0098,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
mesotrine,JO0053,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
mesotrione,CJ0051,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
mesotrione,CJ0091,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
mesotrione,CJ0095,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
metalaxyl,JO0156,Chems.AI,C.Name.AI,,C.Name.2020,chems,Fungicide,FALSE,"",""
methamidophos,CJ0097,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
methamidophos,CJ0097,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
methamidophos,CJ0097,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
methamidophos,CJ0097,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
methamidophos,CJ0097,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
methyl (e)-2-[2[6-(2-cyanophenoxy)pyrimidin-4-yloxy]phenyl]-3-methoxyacrylat,AC0023,Chems.AI,C.Name.AI,,C.Name.2020,chems,Fungicide,FALSE,"",""
metolachlor,CJ0131,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
metolachlor,CJ0131,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
metolachlor,CJ0131,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
metolachlor,CJ0131,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
metolachlor,NM0002,Chems.AI,C.Name.AI,,C.Name.2020,chems,Herbicide,FALSE,"",""
metolachlor ,CJ0143,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
mg/L,SP0065,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
mg/kg seed,AC0123,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
mg/l,NM0125,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
ml/1000 seeds,AC0115,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
ml/15l H2O,NM0039,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
ml/20l H2O,NM0039,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
ml/kg,CJ0061/CJ0085/JO0087/CJ0101/CJ0102/CJ0106,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
ml/kg seeds,AC0115,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
ml/l,NN0441/NM0004,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
ml/m2,CJ0174,Chems.Out,C.Unit,,,lookup_levels,,FALSE,"",""
n-(l-ethyl propyl)-3,CJ0166,Chems.AI,C.Name.AI,,C.Name.2020,chems,Herbicide,FALSE,"",""
n-(phosphonomethyl) glycine,CJ0166,Chems.AI,C.Name.AI,,C.Name.2020,chems,Herbicide,FALSE,"",""
n-(phosphonomethyl)glycine,JS0274.1/JS0274.2,Chems.AI,C.Name.AI,,C.Name.2020,chems,Herbicide,FALSE,"",""
n-(phosphonomethyl)glycine),HK0255.2,Chems.AI,C.Name.AI,,C.Name.2020,chems,Herbicide,FALSE,"",""
organophosphate,CJ0077,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
pendilin,NN0503,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
pendimethaline,SA0052,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
pirimicarb,CJ0051,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
potassium glyphosate,CJ0015,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
profex,CJ0129,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
prosulfuron,CJ0051,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
pyrazole,AF0003,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
pyrethroid,AC0098,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
pyrethroid,AC0098,Chems.AI,C.Name.AI,,C.Name.2020,chems,Insecticide,FALSE,"",""
pyroxasulfone,AF0003,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
rhizobium,CJ0009,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
rhizobium,CJ0009,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
rhizobium,CJ0165,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
rhizolex,CJ0013,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
robust,JO0079,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
robust,JO0079,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
s-metolachlor,CJ0095,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
s-metolachlor,CJ0163,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
simazine,AF0001,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
sodium octaborate,AC0076,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
spinetoram,CJ0051,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
sulfosulfuron,SA0033,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
sulfuramid,AC0076,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
sulfuramide,AC0135,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
sunphosate 460 SL,CJ0166,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
tebuconazole,CJ0097,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
tebuconazole,NM0072,Chem.Out,C.Name,,C.Name.2020,chem,Fungicide,FALSE,"",""
tebuthiuron,CJ0117,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
teflubenzuron,JO0087,Chems.AI,C.Name.AI,,C.Name.2020,chems,Insecticide,FALSE,"",""
tembotriona,CJ0086,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
tembotrione,CJ0051,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
tembotrione,CJ0087,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
tembotrione,CJ0106,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
tembotrione,CJ0106,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
tembotrione,NM0060,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
tembotrione,NN0475,Chem.Out,C.Name,,C.Name.2020,chem,Herbicide,FALSE,"",""
th iodan,LM0176.3/LM0189,Chems.AI,C.Name.AI,,C.Name.2020,chems,Insecticide,FALSE,"",""
thiamethoxam,JO0212,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
thiamethoxam,NM0022,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
thiamethoxam,NM0037,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
thiophanate methyl,CJ0085,Chems.AI,C.Name.AI,,C.Name.2020,chems,Fungicide,FALSE,"",""
thiram,JO0212,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
thiram,NM0022,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
thiram,NM0037,Chem.Out,C.Name,,C.Name.2020,chem,Inoculation - Seed,FALSE,"",""
thiram,NN0435,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
titan,CJ0125,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
triadimefon,JO0156/NN0492,Chems.AI,C.Name.AI,,C.Name.2020,chems,Fungicide,FALSE,"",""
trichlorophon,LM0278,Chem.Out,C.Name,,C.Name.2020,chem,Insecticide,FALSE,"",""
